apprenant_id,profil_candidat,age,formation,mode_formation,duree_formation_jours,score_test_initial,taux_presence,score_tp,score_theorique,date_inscription,mois_inscription,annee_inscription
261,Employé,29,SolidWorks,1 fois par semaine,5,64.5,98.26,87.54,75.98,2022-12-04,12,2022
262,Pris en charge par entreprise,45,SCADA,Weekend,5,41.8,88.21,79.09,70.63,2022-04-16,4,2022
263,Etudiant,19,TIA Portal,1 fois par semaine,5,33.47,69.33,83.5,66.2,2023-07-10,7,2023
264,Employé,30,SolidWorks,1 fois par semaine,5,76.9,48.19,78.75,37.06,2022-09-04,9,2022
265,Pris en charge par entreprise,22,Maintenance industrielle,Weekend,5,66.41,94.32,69.58,63.17,2022-12-23,12,2022
266,Employé,39,EPLAN,Continue,5,77.74,67.61,74.54,56.0,2024-06-09,6,2024
267,Employé,29,EPLAN,Continue,5,35.37,99.88,81.12,85.78,2021-06-20,6,2021
268,Employé,19,EPLAN,Continue,5,70.15,71.29,57.35,54.69,2023-05-13,5,2023
269,Etudiant,32,TIA Portal,1 fois par semaine,5,56.46,63.37,70.09,95.7,2025-02-15,2,2025
270,Etudiant,22,TIA Portal,Weekend,5,78.89,87.64,83.49,81.35,2023-07-19,7,2023
271,Pris en charge par entreprise,24,Maintenance industrielle,Continue,5,76.78,84.39,54.8,79.23,2020-10-24,10,2020
272,Pris en charge par entreprise,43,Maintenance industrielle,Continue,5,78.38,99.99,89.06,87.27,2020-02-08,2,2020
273,Pris en charge par entreprise,43,Maintenance industrielle,Continue,5,77.11,92.08,78.17,53.39,2025-02-20,2,2025
274,Pris en charge par entreprise,41,SCADA,Continue,5,20.46,77.15,55.06,52.22,2021-02-13,2,2021
275,Employé,29,SolidWorks,Weekend,5,64.47,87.06,61.59,56.1,2020-10-27,10,2020
276,Employé,33,SolidWorks,Continue,5,36.32,92.71,61.7,67.33,2022-05-23,5,2022
277,Employé,40,Maintenance industrielle,1 fois par semaine,5,62.3,80.55,92.43,77.47,2025-09-03,9,2025
278,Employé,25,EPLAN,1 fois par semaine,5,78.84,70.91,53.24,81.97,2022-12-22,12,2022
279,Employé,47,EPLAN,Weekend,5,22.36,68.4,55.06,83.12,2021-06-26,6,2021
280,Employé,45,Maintenance industrielle,Continue,5,54.02,71.81,62.38,78.76,2023-11-30,11,2023
281,Pris en charge par entreprise,26,Maintenance industrielle,Continue,5,64.1,93.92,65.34,94.9,2020-10-08,10,2020
282,Etudiant,32,TIA Portal,1 fois par semaine,5,35.2,75.22,74.22,74.77,2022-09-27,9,2022
283,Etudiant,22,TIA Portal,Weekend,5,33.51,,97.57,65.86,2024-02-22,2,2024
284,Etudiant,30,TIA Portal,1 fois par semaine,5,23.62,92.24,89.38,90.39,2023-03-13,3,2023
285,Employé,22,SolidWorks,Weekend,5,25.64,61.28,87.64,93.85,2021-10-08,10,2021
286,Etudiant,28,TIA Portal,Weekend,5,59.4,83.76,99.15,40.5,2024-11-29,11,2024
287,Etudiant,27,SolidWorks,Weekend,5,50.31,94.95,86.98,79.08,2023-05-24,5,2023
288,Employé,37,SolidWorks,1 fois par semaine,5,21.8,76.4,36.12,55.78,2025-12-06,12,2025
289,Etudiant,30,TIA Portal,Weekend,5,78.18,70.77,87.76,99.39,2020-02-02,2,2020
290,Employé,26,SolidWorks,1 fois par semaine,5,59.36,79.67,91.03,69.76,2023-05-11,5,2023
291,Etudiant,22,TIA Portal,1 fois par semaine,5,50.93,88.7,66.4,77.68,2021-02-28,2,2021
292,Etudiant,31,TIA Portal,Continue,5,36.36,80.66,93.92,89.55,2021-07-04,7,2021
293,Pris en charge par entreprise,35,Maintenance industrielle,1 fois par semaine,5,59.49,60.31,70.67,52.48,2022-12-19,12,2022
294,Etudiant,32,TIA Portal,1 fois par semaine,5,41.85,63.13,37.65,81.42,2021-04-17,4,2021
295,Etudiant,27,TIA Portal,Continue,5,62.15,88.85,97.5,87.44,2021-03-14,3,2021
296,Employé,41,SolidWorks,Continue,5,60.95,76.0,64.02,73.64,2021-09-28,9,2021
297,Employé,48,Maintenance industrielle,Continue,5,25.56,91.39,,93.77,2023-01-20,1,2023
298,Etudiant,24,TIA Portal,Weekend,5,74.56,85.98,77.6,81.73,2023-02-28,2,2023
299,Employé,25,SolidWorks,Weekend,5,49.22,,35.27,39.02,2022-05-12,5,2022
300,Etudiant,29,TIA Portal,Continue,5,43.58,96.06,88.18,90.04,2023-11-05,11,2023
301,Etudiant,20,TIA Portal,Weekend,5,77.33,60.85,74.39,52.1,2022-04-13,4,2022
302,Employé,48,SolidWorks,Continue,5,46.29,66.2,55.64,79.5,2022-12-17,12,2022
303,Employé,32,SolidWorks,Weekend,5,63.27,84.98,51.79,76.9,2025-09-01,9,2025
304,Employé,33,EPLAN,1 fois par semaine,5,59.31,62.63,89.14,90.09,2025-06-24,6,2025
305,Employé,21,EPLAN,Weekend,5,29.91,85.8,70.21,,2022-10-25,10,2022
306,Pris en charge par entreprise,38,SCADA,Weekend,5,79.47,99.36,53.46,80.18,2020-07-27,7,2020
307,Employé,23,SolidWorks,1 fois par semaine,5,47.82,95.15,36.95,61.01,2021-01-13,1,2021
308,Etudiant,18,TIA Portal,Continue,5,43.69,83.64,79.75,94.36,2024-09-30,9,2024
309,Employé,21,Maintenance industrielle,Weekend,5,75.18,95.76,89.47,60.94,2023-02-07,2,2023
310,Etudiant,28,TIA Portal,Weekend,5,51.75,64.65,84.27,71.74,2020-06-29,6,2020
311,Etudiant,29,TIA Portal,1 fois par semaine,5,62.3,78.19,68.57,96.89,2020-01-15,1,2020
312,Etudiant,27,TIA Portal,1 fois par semaine,5,70.77,77.15,93.72,,2023-09-28,9,2023
313,Etudiant,30,TIA Portal,1 fois par semaine,5,34.13,73.46,45.86,94.53,2021-06-19,6,2021
314,Pris en charge par entreprise,22,SCADA,1 fois par semaine,5,30.17,60.01,69.71,65.41,2022-12-08,12,2022
315,Pris en charge par entreprise,40,Maintenance industrielle,week-end,5,24.11,95.64,74.59,54.42,2021-10-23,10,2021
316,Employé,46,EPLAN,Weekend,5,73.83,91.11,84.05,76.21,2024-12-14,12,2024
317,Etudiant,22,TIA Portal,Weekend,5,32.02,86.11,71.53,71.59,2024-10-17,10,2024
318,Etudiant,30,TIA Portal,Weekend,5,38.47,65.16,71.45,67.0,2020-02-09,2,2020
319,Etudiant,30,TIA Portal,Weekend,5,37.15,75.13,85.57,,2021-04-03,4,2021
320,Etudiant,18,TIA Portal,Continue,5,38.28,96.97,41.62,66.72,2020-11-04,11,2020
321,Employé,44,SolidWorks,Weekend,5,60.08,84.68,75.77,86.88,2021-09-02,9,2021
322,Employé,24,EPLAN,Continue,5,77.25,84.14,64.7,65.73,2020-05-27,5,2020
323,Employé,25,EPLAN,Continue,5,39.77,96.53,76.84,62.34,2024-02-21,2,2024
324,Etudiant,30,TIA Portal,1 fois par semaine,5,44.46,82.39,39.21,90.73,2021-08-29,8,2021
325,Pris en charge par entreprise,40,SCADA,1 fois par semaine,5,66.27,83.9,78.15,76.13,2024-10-26,10,2024
326,Employé,44,EPLAN,Weekend,5,45.94,73.83,83.38,80.39,2021-06-06,6,2021
327,Employé,33,SolidWorks,Continue,5,75.56,74.86,59.26,65.86,2020-06-20,6,2020
328,Employé,47,SolidWorks,1 fois par semaine,5,50.19,87.42,55.67,55.84,2023-06-16,6,2023
329,Etudiant,30,TIA Portal,Continue,5,40.86,72.82,88.67,95.05,2024-02-02,2,2024
330,Etudiant,32,TIA Portal,1 fois par semaine,5,78.29,82.36,98.7,86.99,2020-06-12,6,2020
331,Etudiant,21,TIA Portal,Continue,5,45.55,71.17,71.44,68.7,2024-01-05,1,2024
332,Employé,25,Maintenance industrielle,Weekend,5,33.87,66.65,86.58,76.04,2022-05-10,5,2022
333,Etudiant,32,TIA Portal,Weekend,5,30.66,78.18,86.64,92.35,2022-10-19,10,2022
334,Etudiant,22,TIA Portal,continu,5,79.71,50.29,,94.21,2021-02-25,2,2021
335,Etudiant,27,TIA Portal,1 fois par semaine,5,65.18,95.94,66.97,91.16,2023-12-19,12,2023
336,Etudiant,26,TIA Portal,1 fois par semaine,5,44.52,72.14,94.78,75.01,2024-07-22,7,2024
337,Pris en charge par entreprise,29,Maintenance industrielle,,5,69.58,83.9,78.82,30.52,2021-09-25,9,2021
338,Employé,29,EPLAN,,5,52.81,70.54,93.11,51.5,2022-08-27,8,2022
339,Etudiant,27,SolidWorks,Weekend,5,39.04,70.32,76.09,57.49,2021-10-27,10,2021
340,Etudiant,22,TIA Portal,1 fois par semaine,5,64.6,45.18,89.93,71.16,2021-12-26,12,2021
341,Etudiant,18,SolidWorks,1 fois par semaine,5,64.75,96.63,60.59,72.25,2024-08-15,8,2024
342,Etudiant,29,SolidWorks,Weekend,5,50.01,75.66,91.17,,2020-04-11,4,2020
343,Etudiant,26,TIA Portal,Continue,5,22.71,92.85,70.05,91.56,2022-01-04,1,2022
344,Etudiant,29,TIA Portal,1 fois par semaine,5,24.62,67.89,82.52,96.91,2023-09-22,9,2023
345,Etudiant,22,TIA Portal,Weekend,5,67.32,61.93,70.13,87.61,2024-08-13,8,2024
346,Employé,39,SolidWorks,Continue,5,69.41,91.27,60.48,36.95,2022-10-13,10,2022
347,Employé,37,EPLAN,1 fois par semaine,5,60.7,81.67,80.75,76.72,2022-12-28,12,2022
348,Etudiant,23,TIA Portal,Continue,5,70.34,80.15,43.15,75.83,2021-10-14,10,2021
349,Etudiant,29,TIA Portal,Continue,5,63.17,70.89,80.68,79.19,2021-03-18,3,2021
350,Employé,41,SolidWorks,1 fois par semaine,5,73.82,62.89,94.28,63.15,2024-04-15,4,2024
351,Employé,20,SolidWorks,Weekend,5,29.02,79.31,63.27,65.95,2020-06-07,6,2020
352,Pris en charge par entreprise,22,Maintenance industrielle,,5,43.26,94.69,75.41,61.35,2025-04-11,4,2025
353,Employé,19,EPLAN,Weekend,5,47.85,64.8,91.19,61.96,2022-06-30,6,2022
354,Etudiant,31,TIA Portal,1 fois par semaine,5,37.86,97.17,96.35,42.62,2022-03-28,3,2022
355,Etudiant,19,TIA Portal,Continue,5,63.52,70.99,87.98,96.74,2025-02-28,2,2025
356,Employé,30,EPLAN,Continue,5,74.75,81.29,57.59,93.57,2023-12-03,12,2023
357,Etudiant,24,TIA Portal,Continue,5,44.75,62.66,80.85,98.1,2023-06-04,6,2023
358,Employé,27,SolidWorks,Continue,5,76.49,77.0,80.46,63.57,2022-07-21,7,2022
359,Pris en charge par entreprise,30,SCADA,Continue,5,51.01,65.04,58.47,63.67,2022-07-02,7,2022
360,Employé,33,SolidWorks,1 fois par semaine,5,51.35,44.87,54.19,56.47,2020-04-06,4,2020
361,Etudiant,27,TIA Portal,1/sem,5,56.01,98.66,68.66,79.8,2022-03-02,3,2022
362,Employé,31,EPLAN,1 fois par semaine,5,36.1,89.2,85.8,56.36,2024-06-20,6,2024
363,Etudiant,28,SolidWorks,Weekend,5,43.0,88.76,55.86,78.95,2023-09-06,9,2023
364,Employé,27,SolidWorks,1 fois par semaine,5,53.19,63.62,58.87,54.39,2023-02-15,2,2023
365,Pris en charge par entreprise,23,SCADA,Continue,5,76.52,97.17,57.51,91.57,2020-10-11,10,2020
366,Etudiant,21,TIA Portal,Weekend,5,58.56,78.78,93.75,77.39,2023-02-17,2,2023
367,Pris en charge par entreprise,38,SCADA,1 fois par semaine,5,39.99,94.09,42.92,74.18,2023-12-09,12,2023
368,Pris en charge par entreprise,18,SCADA,1 fois par semaine,5,20.63,60.5,80.47,80.72,2025-09-17,9,2025
369,Etudiant,24,TIA Portal,1 fois par semaine,5,78.9,71.93,87.01,74.31,2024-06-25,6,2024
370,Etudiant,25,TIA Portal,,5,49.58,99.84,66.37,,2023-09-18,9,2023
371,Etudiant,26,TIA Portal,Continue,5,76.31,77.11,96.18,84.93,2020-04-23,4,2020
372,Etudiant,25,TIA Portal,1 fois par semaine,5,52.96,95.54,94.13,99.71,2021-04-17,4,2021
373,Etudiant,22,TIA Portal,1 fois par semaine,5,56.33,73.12,70.73,89.21,2022-12-05,12,2022
374,Employé,49,EPLAN,Weekend,5,62.71,81.01,,94.1,2022-01-01,1,2022
375,Etudiant,20,TIA Portal,Continue,5,39.26,94.17,99.5,89.03,2022-12-23,12,2022
376,Etudiant,27,TIA Portal,Continue,5,61.94,84.23,73.53,92.95,2020-06-05,6,2020
377,Pris en charge par entreprise,28,Maintenance industrielle,Weekend,5,51.61,89.01,54.82,85.13,2021-03-20,3,2021
378,Etudiant,26,TIA Portal,1 fois par semaine,5,60.35,69.15,96.86,78.4,2024-11-14,11,2024
379,Pris en charge par entreprise,32,Maintenance industrielle,1 fois par semaine,5,70.15,66.24,44.0,69.36,2023-11-16,11,2023
380,Etudiant,23,TIA Portal,Weekend,5,31.05,69.21,30.36,75.86,2023-07-08,7,2023
381,Etudiant,32,TIA Portal,1 fois par semaine,5,56.81,79.72,91.67,97.77,2024-11-22,11,2024
382,Employé,22,EPLAN,1 fois par semaine,5,23.13,92.04,92.33,57.87,2025-09-25,9,2025
383,Employé,46,SolidWorks,Weekend,5,26.13,74.16,89.36,83.18,2021-04-18,4,2021
384,Pris en charge par entreprise,36,Maintenance industrielle,Weekend,5,60.48,82.59,61.38,53.03,2024-04-26,4,2024
385,Employé,39,EPLAN,Weekend,5,24.26,92.19,62.06,91.05,2022-02-17,2,2022
386,Pris en charge par entreprise,36,Maintenance industrielle,,5,55.72,69.55,78.49,37.85,2022-11-09,11,2022
387,Etudiant,27,TIA Portal,Weekend,5,33.2,95.32,74.0,90.18,2020-06-30,6,2020
388,Etudiant,29,TIA Portal,1 fois par semaine,5,38.25,98.12,65.98,78.14,2024-11-21,11,2024
389,Employé,39,Maintenance industrielle,Continue,5,27.78,61.56,78.2,56.57,2020-01-07,1,2020
390,Pris en charge par entreprise,21,Maintenance industrielle,Continue,5,34.92,62.36,87.04,60.58,2025-10-30,10,2025
391,Pris en charge par entreprise,48,SCADA,Weekend,5,69.28,63.64,79.35,68.23,2022-03-18,3,2022
392,Etudiant,19,TIA Portal,1 fois par semaine,5,58.33,91.07,85.86,68.76,2024-01-31,1,2024
393,Etudiant,25,TIA Portal,1 fois par semaine,5,76.99,55.48,65.59,96.83,2024-11-01,11,2024
394,Employé,21,Maintenance industrielle,1 fois par semaine,5,22.92,89.03,,86.89,2020-10-13,10,2020
395,Etudiant,26,TIA Portal,Weekend,5,67.54,77.65,99.98,72.4,2023-09-14,9,2023
396,Pris en charge par entreprise,40,SCADA,1 fois par semaine,5,61.94,93.45,61.93,79.83,2023-07-09,7,2023
397,Pris en charge par entreprise,29,Maintenance industrielle,1 fois par semaine,5,35.65,92.34,93.45,91.21,2021-05-25,5,2021
398,Etudiant,19,TIA Portal,1 fois par semaine,5,63.75,98.39,48.51,92.83,2023-05-15,5,2023
399,Employé,21,Maintenance industrielle,Continue,5,62.99,70.04,56.11,93.98,2025-09-08,9,2025
400,Employé,22,Maintenance industrielle,1 fois par semaine,5,47.56,69.17,93.4,57.37,2023-06-20,6,2023
401,Etudiant,20,TIA Portal,Continue,5,61.32,61.26,75.48,68.51,2024-07-30,7,2024
402,Pris en charge par entreprise,26,SCADA,1 fois par semaine,5,46.67,76.42,62.23,86.72,2023-08-29,8,2023
403,Employé,46,SolidWorks,1 fois par semaine,5,40.13,78.36,67.02,53.98,2024-07-06,7,2024
404,Pris en charge par entreprise,38,Maintenance industrielle,1 fois par semaine,5,47.99,,65.4,94.16,2023-04-26,4,2023
405,Etudiant,19,TIA Portal,,5,73.71,93.23,87.04,79.57,2021-06-05,6,2021
406,Pris en charge par entreprise,28,Maintenance industrielle,1 fois par semaine,5,43.08,66.67,57.49,94.38,2022-02-24,2,2022
407,Etudiant,20,TIA Portal,Weekend,5,44.22,91.94,93.73,74.85,2024-09-18,9,2024
408,Etudiant,31,TIA Portal,1 fois par semaine,5,56.5,67.13,67.45,66.98,2024-04-01,4,2024
409,Pris en charge par entreprise,48,SCADA,Continue,5,65.18,63.11,55.42,76.13,2021-12-13,12,2021
410,Etudiant,26,TIA Portal,Continue,5,64.08,93.48,97.51,82.39,2023-05-17,5,2023
411,Etudiant,24,TIA Portal,Weekend,5,21.19,99.04,94.5,80.61,2024-07-21,7,2024
412,Pris en charge par entreprise,19,SCADA,Weekend,5,61.24,,81.89,82.93,2020-01-02,1,2020
413,Pris en charge par entreprise,26,SCADA,Weekend,5,47.03,92.56,41.8,66.25,2023-05-29,5,2023
414,Employé,31,SolidWorks,Continue,5,51.45,94.37,78.68,53.18,2023-03-21,3,2023
415,Employé,21,EPLAN,1 fois par semaine,5,53.7,64.75,66.27,74.07,2022-05-10,5,2022
416,Etudiant,30,TIA Portal,1/sem,5,63.9,71.33,99.87,81.61,2024-10-26,10,2024
417,Etudiant,26,TIA Portal,Weekend,5,69.88,89.35,93.56,80.12,2023-08-12,8,2023
418,Etudiant,32,TIA Portal,Weekend,5,58.78,92.31,30.23,85.84,2025-03-19,3,2025
419,Employé,30,EPLAN,1 fois par semaine,5,53.83,74.16,89.9,68.49,2024-12-14,12,2024
420,Employé,35,Maintenance industrielle,1/sem,5,42.43,66.4,77.19,78.35,2024-12-16,12,2024
421,Employé,32,Maintenance industrielle,1 fois par semaine,5,28.27,85.93,68.78,56.49,2022-05-25,5,2022
422,Employé,45,Maintenance industrielle,1 fois par semaine,5,77.51,88.08,54.21,50.75,2025-09-24,9,2025
423,Etudiant,27,TIA Portal,continu,5,47.71,80.14,95.57,42.56,2025-04-22,4,2025
424,Etudiant,29,SolidWorks,1 fois par semaine,5,53.97,65.8,47.89,83.12,2021-11-26,11,2021
425,Etudiant,21,TIA Portal,Continue,5,65.06,93.78,76.2,82.71,2020-12-13,12,2020
426,Employé,22,SolidWorks,1 fois par semaine,5,24.1,85.81,57.31,93.19,2023-03-08,3,2023
427,Etudiant,19,TIA Portal,Weekend,5,71.3,94.77,47.18,95.23,2025-10-12,10,2025
428,Pris en charge par entreprise,27,Maintenance industrielle,Weekend,5,67.82,97.32,68.3,84.31,2023-10-04,10,2023
429,Etudiant,18,TIA Portal,Weekend,5,66.47,92.23,70.04,65.3,2021-01-17,1,2021
430,Etudiant,24,TIA Portal,Weekend,5,21.32,98.35,65.7,85.53,2022-08-20,8,2022
431,Etudiant,27,TIA Portal,Continue,5,51.59,98.17,80.94,83.13,2023-06-25,6,2023
432,Employé,34,Maintenance industrielle,1 fois par semaine,5,23.26,84.77,50.34,69.02,2022-07-09,7,2022
433,Employé,33,SolidWorks,1 fois par semaine,5,53.05,89.13,82.31,69.92,2022-03-26,3,2022
434,Etudiant,28,TIA Portal,Weekend,5,63.11,87.98,90.63,73.16,2021-08-26,8,2021
435,Etudiant,28,TIA Portal,Weekend,5,27.31,84.85,93.46,85.6,2020-04-10,4,2020
436,Employé,41,EPLAN,Weekend,5,61.69,60.77,59.48,60.65,2020-07-08,7,2020
437,Etudiant,20,TIA Portal,1 fois par semaine,5,46.97,74.24,86.98,94.05,2022-09-29,9,2022
438,Pris en charge par entreprise,31,Maintenance industrielle,Continue,5,68.69,64.0,68.7,61.62,2025-04-30,4,2025
439,Employé,27,EPLAN,Continue,5,52.02,72.01,89.02,80.12,2020-10-25,10,2020
440,Etudiant,23,TIA Portal,Continue,5,40.17,62.74,54.87,82.08,2025-02-08,2,2025
441,Etudiant,24,TIA Portal,Continue,5,39.92,96.8,72.15,86.94,2024-08-24,8,2024
442,Pris en charge par entreprise,43,SCADA,Weekend,5,73.85,78.05,66.14,94.8,2022-03-07,3,2022
443,Etudiant,18,TIA Portal,1 fois par semaine,5,47.17,67.57,40.63,51.74,2024-04-21,4,2024
444,Etudiant,31,TIA Portal,Weekend,5,44.35,83.39,84.8,97.09,2025-07-17,7,2025
445,Pris en charge par entreprise,23,Maintenance industrielle,Continue,5,22.39,67.86,86.04,54.92,2024-06-24,6,2024
446,Pris en charge par entreprise,40,SCADA,Weekend,5,41.86,92.18,41.6,76.38,2022-09-26,9,2022
447,Pris en charge par entreprise,39,SCADA,Continue,5,70.98,72.24,72.16,58.65,2021-08-27,8,2021
448,Employé,21,Maintenance industrielle,1 fois par semaine,5,65.66,72.6,70.88,61.06,2020-01-23,1,2020
449,Etudiant,18,TIA Portal,Continue,5,33.25,94.8,97.02,76.74,2021-03-12,3,2021
450,Etudiant,28,TIA Portal,Weekend,5,44.78,82.37,98.33,83.66,2024-10-07,10,2024
451,Employé,26,Maintenance industrielle,1 fois par semaine,5,31.79,95.49,36.62,74.43,2022-06-15,6,2022
452,Employé,21,SolidWorks,Continue,5,77.25,76.52,55.82,66.91,2021-12-21,12,2021
453,Etudiant,24,TIA Portal,Continue,5,55.89,73.76,68.47,86.8,2025-10-22,10,2025
454,Pris en charge par entreprise,40,SCADA,1 fois par semaine,5,65.26,80.25,70.11,85.01,2025-03-17,3,2025
455,Etudiant,19,TIA Portal,1/sem,5,62.83,62.46,72.72,70.76,2020-07-24,7,2020
456,Etudiant,18,SolidWorks,1 fois par semaine,5,72.42,66.17,68.28,91.7,2022-10-17,10,2022
457,Etudiant,25,TIA Portal,Weekend,5,76.96,68.78,89.86,79.66,2021-05-12,5,2021
458,Etudiant,25,SolidWorks,Continue,5,21.95,92.67,73.28,53.79,2025-02-12,2,2025
459,Etudiant,24,TIA Portal,Continue,5,78.52,89.35,99.46,88.32,2021-06-30,6,2021
460,Etudiant,31,TIA Portal,1 fois par semaine,5,72.23,67.73,74.99,85.5,2025-03-18,3,2025
461,Etudiant,32,TIA Portal,Continue,5,42.98,71.07,68.83,98.8,2025-12-15,12,2025
462,Employé,32,EPLAN,1 fois par semaine,5,70.22,97.77,57.87,79.16,2023-07-23,7,2023
463,Employé,48,EPLAN,Continue,5,64.19,63.43,61.05,82.29,2024-12-17,12,2024
464,Employé,32,SolidWorks,Continue,5,67.59,81.9,84.96,35.89,2025-08-29,8,2025
465,Pris en charge par entreprise,25,SCADA,Weekend,5,33.24,80.88,77.65,90.16,2024-10-13,10,2024
466,Etudiant,20,TIA Portal,1 fois par semaine,5,58.91,89.03,,76.58,2024-12-31,12,2024
467,Etudiant,28,TIA Portal,1 fois par semaine,5,21.56,70.46,73.69,99.58,2021-10-13,10,2021
468,Pris en charge par entreprise,19,Maintenance industrielle,Continue,5,70.89,97.39,67.52,82.97,2025-04-28,4,2025
469,Etudiant,24,TIA Portal,Weekend,5,77.06,76.42,,72.42,2025-01-17,1,2025
470,Pris en charge par entreprise,41,SCADA,Weekend,5,59.73,71.43,60.75,40.94,2022-11-27,11,2022
471,Etudiant,18,TIA Portal,1 fois par semaine,5,50.76,73.47,79.39,73.2,2022-10-09,10,2022
472,Pris en charge par entreprise,45,SCADA,1 fois par semaine,5,63.54,73.95,50.88,89.57,2023-02-09,2,2023
473,Etudiant,27,TIA Portal,Continue,5,39.58,67.96,98.8,76.95,2025-11-05,11,2025
474,Pris en charge par entreprise,33,Maintenance industrielle,1 fois par semaine,5,57.58,97.12,65.23,50.32,2025-06-07,6,2025
475,Employé,42,SolidWorks,Continue,5,63.14,67.0,80.61,87.14,2022-09-06,9,2022
476,Pris en charge par entreprise,32,SCADA,Weekend,5,28.56,95.31,56.6,57.18,2023-01-29,1,2023
477,Etudiant,30,TIA Portal,1 fois par semaine,5,28.4,76.2,92.65,86.57,2024-12-06,12,2024
478,Employé,32,SolidWorks,Weekend,5,62.97,70.77,35.77,78.01,2020-11-13,11,2020
479,Pris en charge par entreprise,44,SCADA,Weekend,5,45.91,,63.9,66.59,2023-03-16,3,2023
480,Employé,21,SolidWorks,Continue,5,73.35,80.17,84.64,43.84,2022-08-18,8,2022
481,Employé,33,SolidWorks,Weekend,5,38.72,86.77,68.02,92.62,2023-01-17,1,2023
482,Employé,49,EPLAN,Continue,5,22.55,95.93,68.29,84.73,2023-10-07,10,2023
483,Etudiant,31,SolidWorks,Continue,5,58.99,86.1,71.77,90.39,2023-08-02,8,2023
484,Employé,29,SolidWorks,Weekend,5,61.05,79.35,90.85,,2020-11-26,11,2020
485,Employé,47,SolidWorks,Weekend,5,53.22,61.34,92.14,87.15,2021-07-20,7,2021
486,Pris en charge par entreprise,21,SCADA,Continue,5,61.0,,85.61,59.04,2021-09-09,9,2021
487,Etudiant,20,TIA Portal,Continue,5,51.43,96.09,,94.75,2022-08-05,8,2022
488,Etudiant,23,TIA Portal,Weekend,5,61.56,75.15,75.12,98.33,2024-04-17,4,2024
489,Pris en charge par entreprise,34,SCADA,Continue,5,22.64,61.16,52.24,56.75,2021-09-17,9,2021
490,Pris en charge par entreprise,39,Maintenance industrielle,Continue,5,42.1,89.33,74.19,51.17,2022-05-26,5,2022
491,Etudiant,19,SolidWorks,1 fois par semaine,5,32.65,,79.03,50.76,2020-09-20,9,2020
492,Employé,42,SolidWorks,1 fois par semaine,5,25.96,81.7,93.22,52.01,2024-08-26,8,2024
493,Etudiant,19,TIA Portal,1 fois par semaine,5,34.05,76.11,70.01,65.49,2024-07-27,7,2024
494,Etudiant,24,TIA Portal,1 fois par semaine,5,31.48,94.05,84.84,97.63,2023-09-17,9,2023
495,Etudiant,29,SolidWorks,1 fois par semaine,5,78.39,67.7,38.42,87.02,2025-03-23,3,2025
496,Etudiant,18,TIA Portal,Continue,5,37.19,77.58,65.46,83.97,2024-08-30,8,2024
497,Employé,29,SolidWorks,Continue,5,33.86,60.98,70.68,72.45,2020-09-12,9,2020
498,Etudiant,24,TIA Portal,1 fois par semaine,5,70.09,66.56,,88.96,2022-04-27,4,2022
499,Pris en charge par entreprise,38,SCADA,Weekend,5,45.15,97.63,72.64,84.43,2024-09-16,9,2024
500,Pris en charge par entreprise,41,SCADA,1 fois par semaine,5,45.29,83.12,71.84,48.75,2024-05-14,5,2024
501,Employé,21,EPLAN,Weekend,5,46.62,50.99,79.17,57.76,2020-03-21,3,2020
502,Employé,48,SolidWorks,Continue,5,44.99,79.46,,77.59,2024-04-07,4,2024
503,Etudiant,29,TIA Portal,Weekend,5,39.59,93.39,70.5,98.68,2025-05-07,5,2025
504,Pris en charge par entreprise,48,Maintenance industrielle,,5,37.18,81.56,73.33,53.28,2020-01-25,1,2020
505,Employé,43,EPLAN,Weekend,5,72.92,60.18,44.14,61.39,2023-12-11,12,2023
506,Etudiant,24,TIA Portal,Continue,5,29.7,95.99,93.13,93.62,2023-05-08,5,2023
507,Pris en charge par entreprise,39,SCADA,Continue,5,30.86,65.94,38.82,72.58,2024-05-16,5,2024
508,Pris en charge par entreprise,38,Maintenance industrielle,1 fois par semaine,5,54.3,78.02,70.47,83.91,2024-09-12,9,2024
509,Pris en charge par entreprise,37,SCADA,continu,5,40.62,79.07,55.96,74.61,2022-06-22,6,2022
510,Employé,32,EPLAN,1 fois par semaine,5,45.29,61.89,74.58,54.03,2025-06-22,6,2025
511,Employé,40,SolidWorks,1 fois par semaine,5,68.39,62.12,68.81,88.4,2022-06-17,6,2022
512,Etudiant,29,TIA Portal,1 fois par semaine,5,74.22,,94.97,68.47,2023-01-22,1,2023
513,Pris en charge par entreprise,33,SCADA,Weekend,5,67.43,72.02,54.08,61.82,2024-11-20,11,2024
514,Pris en charge par entreprise,22,Maintenance industrielle,Weekend,5,34.1,76.39,89.36,55.8,2025-06-12,6,2025
